N_OVO,P_OVO,AL_ALB,PH_ALB,P_GE,C_GE,YH,YD,YI,HU,F_Q,P_CA,MEDIA_E_CA,OV,L,B,W,L2,L4,D4,TEMPO,CL_PESO_Extra,CL_PESO_Grande,CL_PESO_Médio,CL_PESO_Pequeno,RK_A ,RK_AA,RK_B ,RK_C 
ovo933,59.8,5.0,10.6,20.425,6.0,15.9,46.3,0.343,68.8,3.97,5.345,0.36,3.0,58.03,44.19,0.82,29.02,14.51,37.91,28,0,1,0,0,1,0,0,0
ovo934,70.6,3.1,10.4,21.913,6.0,13.0,43.3,0.3,39.6,3.77,6.147,0.35,2.0,61.65,46.28,-1.28,30.83,15.41,41.65,28,1,0,0,0,0,0,1,0
ovo935,44.8,3.1,10.5,19.314,6.0,11.8,40.0,0.295,57.5,3.62,4.253,0.34,1.0,52.41,40.54,0.72,26.21,13.1,34.51,28,0,0,0,1,0,0,1,0
ovo937,61.7,3.6,10.8,19.681,7.0,12.5,47.7,0.262,53.0,4.45,6.124,0.41,2.0,56.03,45.05,0.73,28.02,14.01,40.42,28,0,1,0,0,0,0,1,0
ovo938,61.7,3.6,10.9,20.746,6.0,13.0,41.3,0.315,53.0,4.52,5.966,0.41,2.0,59.07,44.29,0.0,29.54,14.77,40.57,28,0,1,0,0,0,0,1,0
ovo940,62.8,4.3,10.6,20.934,6.0,12.9,45.3,0.285,60.6,4.57,6.305,0.41,2.0,56.32,46.07,0.49,28.16,14.08,38.81,28,0,1,0,0,1,0,0,0
ovo942,64.7,3.4,10.7,19.061,7.0,13.3,46.3,0.287,48.4,4.25,6.291,0.39,3.0,58.57,44.94,-1.35,29.29,14.64,41.29,28,0,1,0,0,0,0,1,0
ovo943,60.3,2.6,10.8,18.007,7.0,11.8,48.0,0.246,39.0,3.25,6.581,0.37,1.0,57.82,44.28,0.0,28.91,14.46,39.52,28,0,1,0,0,0,0,1,0
ovo944,55.5,2.6,10.8,18.044,6.0,11.5,49.3,0.233,42.9,4.52,5.805,0.4,2.0,56.52,42.58,2.73,28.26,14.13,37.84,28,0,1,0,0,0,0,1,0
ovo945,57.0,2.9,10.7,18.258,6.0,11.6,47.7,0.243,46.4,3.24,5.551,0.4,2.0,56.35,43.16,1.82,28.18,14.09,37.55,28,0,1,0,0,0,0,1,0
ovo946,65.7,3.1,10.8,18.235,6.0,12.9,45.7,0.282,43.2,2.7,6.208,0.38,2.0,59.93,45.32,1.48,29.97,14.98,37.22,28,1,0,0,0,0,0,1,0
ovo947,61.8,2.9,10.7,19.879,6.0,11.6,50.7,0.229,42.8,4.3,6.25,0.41,1.0,56.78,45.31,0.0,28.39,14.2,38.71,28,0,1,0,0,0,0,1,0
ovo948,52.9,4.3,10.8,14.485,6.0,11.4,43.7,0.261,65.5,4.63,5.833,0.4,2.0,54.73,42.19,0.7,27.37,13.68,36.49,28,0,0,1,0,1,0,0,0
ovo949,58.5,3.0,10.3,15.95,6.0,12.8,43.3,0.296,46.8,4.9,6.161,0.42,3.0,56.7,43.65,-1.04,28.35,14.18,38.76,28,0,1,0,0,0,0,1,0
ovo950,68.9,3.4,10.5,19.937,6.0,12.6,48.7,0.259,45.6,5.11,6.672,0.39,2.0,62.05,45.14,-1.07,31.03,15.51,39.36,28,1,0,0,0,0,0,1,0
ovo951,63.4,3.0,10.8,16.8,7.0,11.9,45.3,0.263,43.3,3.38,4.668,0.3,2.0,61.8,44.5,0.0,30.9,15.45,38.78,28,0,1,0,0,0,0,1,0
ovo952,60.1,2.8,10.8,19.662,6.0,12.5,48.0,0.26,42.5,4.98,5.266,0.34,2.0,58.08,43.74,0.0,29.04,14.52,38.89,28,0,1,0,0,0,0,1,0
ovo953,61.4,2.6,10.7,17.521,7.0,12.9,48.0,0.269,38.0,4.04,6.693,0.42,3.0,56.25,45.22,-1.09,28.13,14.06,39.24,28,0,1,0,0,0,0,1,0
ovo954,66.2,2.6,10.6,20.051,7.0,11.9,49.7,0.239,33.8,1.91,5.882,0.36,1.0,59.94,46.23,-1.58,29.97,14.99,40.88,28,1,0,0,0,0,0,1,0
ovo955,64.3,4.0,10.7,18.891,6.0,15.3,40.7,0.376,56.4,4.1,5.892,0.37,2.0,60.98,44.29,0.0,30.49,15.25,37.78,28,0,1,0,0,0,0,1,0
ovo956,64.5,2.9,10.5,19.028,7.0,13.5,50.0,0.27,40.8,5.39,6.594,0.41,1.0,59.56,44.66,4.0,29.78,14.89,37.83,28,0,1,0,0,0,0,1,0
ovo957,54.6,4.0,9.9,17.408,6.0,16.9,38.7,0.437,61.6,4.08,5.839,0.4,3.0,58.38,42.53,1.04,29.19,14.6,37.18,28,0,0,1,0,1,0,0,0
ovo958,66.5,3.9,10.6,19.294,6.0,13.4,49.0,0.273,54.0,3.34,6.403,0.37,1.0,59.16,46.1,0.69,29.58,14.79,38.64,28,1,0,0,0,0,0,1,0
ovo959,63.5,3.0,10.7,20.089,6.0,15.0,44.3,0.339,43.2,3.25,5.706,0.38,3.0,60.14,44.67,0.87,30.07,15.04,37.9,28,0,1,0,0,0,0,1,0
ovo960,52.6,3.1,10.5,16.652,7.0,11.8,48.0,0.246,52.3,3.95,5.461,0.43,2.0,50.33,44.73,-2.53,25.17,12.58,39.58,28,0,0,1,0,0,0,1,0
ovo961,66.5,3.5,10.6,20.912,6.0,12.8,50.7,0.252,48.7,3.51,6.572,0.41,1.0,58.75,45.81,0.0,29.38,14.69,40.44,28,1,0,0,0,0,0,1,0
ovo962,51.7,2.9,10.8,13.347,5.0,10.3,49.7,0.207,50.3,3.42,4.83,0.36,1.0,55.94,41.77,0.0,27.97,13.99,35.14,28,0,0,1,0,0,0,1,0
ovo963,74.8,3.6,10.7,19.031,5.0,13.0,46.3,0.281,44.9,3.46,6.59,0.38,3.0,62.08,47.72,1.58,31.04,15.52,39.76,28,1,0,0,0,0,0,1,0
ovo964,63.5,3.6,10.7,18.47,6.0,14.4,45.7,0.315,51.9,4.97,6.128,0.38,2.0,58.55,44.91,-1.21,29.28,14.64,40.26,28,0,1,0,0,0,0,1,0
ovo965,59.5,3.0,10.6,18.395,7.0,12.4,48.0,0.258,46.1,5.79,6.048,0.38,1.0,61.56,44.6,-1.64,30.78,15.39,39.41,28,0,1,0,0,0,0,1,0
ovo966,68.5,3.8,10.7,20.835,6.0,12.8,49.0,0.261,51.6,3.91,5.77,0.38,2.0,62.54,45.65,0.0,31.27,15.64,38.43,28,1,0,0,0,0,0,1,0
ovo967,64.6,3.8,10.6,21.624,6.0,12.6,50.0,0.252,53.8,3.46,6.144,0.34,1.0,58.16,45.35,0.95,29.08,14.54,40.77,28,0,1,0,0,0,0,1,0
ovo968,74.0,3.1,10.5,21.226,7.0,12.9,49.0,0.263,37.0,5.71,7.204,0.41,2.0,61.99,46.92,0.79,31.0,15.5,41.03,28,1,0,0,0,0,0,1,0
ovo969,55.7,2.6,10.6,19.409,6.0,12.3,49.0,0.251,42.8,3.15,4.952,0.34,1.0,57.83,42.51,1.1,28.92,14.46,38.01,28,0,1,0,0,0,0,1,0
ovo970,60.6,4.3,10.5,19.571,6.0,14.9,46.7,0.319,61.7,2.79,5.789,0.33,2.0,55.77,44.1,1.02,27.89,13.94,40.67,28,0,1,0,0,1,0,0,0
ovo971,60.7,3.6,10.6,20.152,6.0,14.0,47.7,0.294,53.6,3.32,6.072,0.38,2.0,57.74,44.41,2.05,28.87,14.44,37.32,28,0,1,0,0,0,0,1,0
ovo972,61.2,3.4,10.6,19.138,6.0,14.1,33.3,0.423,50.6,3.66,6.168,0.4,2.0,58.94,43.92,0.83,29.47,14.74,39.08,28,0,1,0,0,0,0,1,0
ovo973,66.5,3.0,10.7,17.592,6.0,13.4,46.0,0.291,40.9,3.83,5.708,0.34,3.0,61.63,45.19,0.85,30.82,15.41,38.36,28,1,0,0,0,0,0,1,0
ovo974,66.4,3.1,10.7,17.697,6.0,12.8,45.7,0.28,42.7,4.37,7.031,0.42,2.0,59.02,45.61,1.06,29.51,14.76,39.03,28,1,0,0,0,0,0,1,0
ovo975,66.2,4.0,10.5,22.767,6.0,16.3,47.3,0.345,55.4,5.0,6.514,0.42,3.0,58.67,45.71,0.0,29.34,14.67,39.37,28,1,0,0,0,0,0,1,0
ovo976,63.8,3.4,10.6,16.21,7.0,11.6,47.7,0.243,49.0,3.47,6.169,0.38,3.0,58.78,45.21,-0.58,29.39,14.7,40.39,28,0,1,0,0,0,0,1,0
ovo977,62.1,3.6,10.5,19.527,6.0,15.5,49.0,0.316,52.7,4.07,6.224,0.39,3.0,59.28,44.07,1.61,29.64,14.82,36.89,28,0,1,0,0,0,0,1,0
ovo978,63.0,3.0,10.3,20.817,6.0,14.3,50.0,0.286,43.5,3.04,6.111,0.39,2.0,57.96,44.83,-1.23,28.98,14.49,38.32,28,0,1,0,0,0,0,1,0
ovo979,70.5,3.1,10.2,21.631,6.0,16.1,44.7,0.36,39.6,4.18,6.191,0.39,1.0,59.03,47.51,-2.04,29.52,14.76,42.55,28,1,0,0,0,0,0,1,0
ovo980,63.1,3.3,10.6,19.107,6.0,14.3,48.3,0.296,48.0,4.01,5.996,0.37,1.0,57.97,45.35,0.0,28.99,14.49,39.35,28,0,1,0,0,0,0,1,0
ovo982,55.7,5.1,9.9,15.532,6.0,15.8,43.0,0.367,71.4,3.01,5.12,0.35,2.0,55.55,44.29,-0.8,27.78,13.89,37.37,28,0,1,0,0,1,0,0,0
ovo983,62.6,3.6,10.1,19.556,6.0,14.4,41.7,0.345,52.4,4.32,5.975,0.36,1.0,58.27,45.21,-1.93,29.14,14.57,40.03,28,0,1,0,0,0,0,1,0
ovo984,65.8,3.5,10.2,20.001,7.0,14.6,41.0,0.356,49.1,3.11,5.599,0.34,2.0,59.89,46.44,0.83,29.95,14.97,39.66,28,1,0,0,0,0,0,1,0
ovo985,62.2,2.9,10.6,18.785,7.0,13.4,47.7,0.281,42.5,4.67,6.572,0.43,1.0,59.22,44.29,1.74,29.61,14.81,38.02,28,0,1,0,0,0,0,1,0
ovo986,66.7,2.6,10.5,18.845,5.0,14.0,49.3,0.284,33.4,3.44,5.799,0.4,1.0,58.88,46.16,0.0,29.44,14.72,39.47,28,1,0,0,0,0,0,1,0
ovo987,58.5,3.0,10.6,16.892,6.0,11.6,47.0,0.247,46.8,3.43,6.257,0.4,3.0,59.27,43.24,0.64,29.64,14.82,36.12,28,0,1,0,0,0,0,1,0
ovo988,65.1,3.1,10.6,21.086,6.0,13.0,50.7,0.256,43.6,4.09,6.473,0.4,3.0,59.04,45.65,0.0,29.52,14.76,40.18,28,1,0,0,0,0,0,1,0
ovo989,69.6,4.0,10.3,21.289,6.0,15.3,48.3,0.317,53.5,2.58,5.393,0.33,4.0,61.11,46.57,-0.74,30.56,15.28,40.34,28,1,0,0,0,0,0,1,0
ovo990,63.0,3.9,10.4,20.232,6.0,14.1,48.0,0.294,55.9,4.13,6.065,0.38,2.0,59.21,45.94,-1.64,29.61,14.8,40.14,28,0,1,0,0,0,0,1,0
ovo991,63.5,4.0,10.5,18.209,6.0,11.9,47.7,0.249,56.9,3.46,5.966,0.4,1.0,58.77,45.22,0.0,29.39,14.69,37.86,28,0,1,0,0,0,0,1,0
ovo992,56.5,3.0,10.3,17.213,6.0,13.3,45.7,0.291,48.2,2.36,5.818,0.38,3.0,55.93,43.72,0.62,27.97,13.98,37.24,28,0,1,0,0,0,0,1,0
ovo993,60.9,3.9,10.5,17.438,6.0,11.8,46.3,0.255,57.1,3.23,4.994,0.33,2.0,57.71,44.38,0.0,28.86,14.43,38.1,28,0,1,0,0,0,0,1,0
ovo994,61.5,3.3,10.8,18.462,6.0,12.3,47.7,0.258,49.1,4.74,6.323,0.41,4.0,58.46,44.24,-0.85,29.23,14.62,37.18,28,0,1,0,0,0,0,1,0
ovo995,56.5,5.3,10.6,18.427,6.0,14.5,46.7,0.31,72.7,4.62,5.369,0.41,4.0,56.13,43.32,-1.3,28.07,14.03,36.91,28,0,1,0,0,0,1,0,0
ovo996,63.4,3.0,10.6,16.836,6.0,12.0,46.3,0.259,43.3,3.11,5.76,0.34,2.0,57.01,45.86,-0.92,28.51,14.25,38.94,28,0,1,0,0,0,0,1,0
ovo997,55.9,3.6,10.7,14.763,5.0,10.6,45.0,0.236,56.4,5.75,0.13,0.42,2.0,56.14,42.65,0.33,28.07,14.04,36.92,28,0,1,0,0,0,0,1,0
ovo998,59.9,2.9,10.5,17.815,6.0,13.5,46.0,0.293,44.3,3.83,5.904,0.41,2.0,59.31,43.12,-1.3,29.66,14.83,37.79,28,0,1,0,0,0,0,1,0
ovo999,57.8,4.1,10.5,18.117,6.0,14.1,44.7,0.315,61.0,2.36,4.679,0.33,1.0,57.05,43.72,0.57,28.53,14.26,38.94,28,0,1,0,0,1,0,0,0
ovo1000,68.6,3.6,10.5,19.124,7.0,14.4,45.3,0.318,48.8,5.74,7.403,0.45,2.0,61.48,45.91,1.33,30.74,15.37,37.93,28,0,1,0,0,0,0,1,0
